id,created_at,temperatura,vibracao,status,pecas_produzidas,empresa_id,maquina_id,ciclo_id,pressao_envelope,pressao_saco_ar,status_motor_ventilador,status_valvula_entrada_autoclave,status_valvula_descarga_autoclave,status_valvula_entrada_saco_ar,status_valvula_descarga_saco_ar,status_valvula_entrada_envelope,status_valvula_descarga_envelope
749,2025-11-17 14:45:25.299038+00,81.78,2.57,operando,1755,10,1,null,null,null,null,null,null,null,null,null,null
750,2025-11-17 14:45:26.306712+00,80.82,2.6,operando,1759,10,1,null,null,null,null,null,null,null,null,null,null
751,2025-11-17 14:45:27.311428+00,79.83,2.61,operando,1760,10,1,null,null,null,null,null,null,null,null,null,null
752,2025-11-17 14:45:28.31717+00,79.09,2.78,operando,1763,10,1,null,null,null,null,null,null,null,null,null,null
753,2025-11-17 14:45:29.34992+00,78.19,2.83,operando,1765,10,1,null,null,null,null,null,null,null,null,null,null
754,2025-11-17 14:45:30.363271+00,77.59,2.67,operando,1768,10,1,null,null,null,null,null,null,null,null,null,null
755,2025-11-17 14:45:31.367987+00,76.25,2.77,operando,1770,10,1,null,null,null,null,null,null,null,null,null,null
756,2025-11-17 14:45:32.361927+00,75.24,2.91,operando,1774,10,1,null,null,null,null,null,null,null,null,null,null
757,2025-11-17 14:45:33.368245+00,74.6,2.99,operando,1779,10,1,null,null,null,null,null,null,null,null,null,null
758,2025-11-17 14:45:34.382614+00,73.13,3.02,operando,1780,10,1,null,null,null,null,null,null,null,null,null,null
759,2025-11-17 14:45:35.399978+00,71.87,3.2,operando,1783,10,1,null,null,null,null,null,null,null,null,null,null
760,2025-11-17 14:45:36.407941+00,70.52,3.11,operando,1784,10,1,null,null,null,null,null,null,null,null,null,null
761,2025-11-17 14:45:37.423944+00,69.14,3.09,operando,1787,10,1,null,null,null,null,null,null,null,null,null,null
762,2025-11-17 14:45:38.43917+00,68,2.96,operando,1789,10,1,null,null,null,null,null,null,null,null,null,null
763,2025-11-17 14:45:39.461051+00,67.19,2.92,operando,1790,10,1,null,null,null,null,null,null,null,null,null,null
764,2025-11-17 14:45:40.452187+00,66.19,2.99,operando,1792,10,1,null,null,null,null,null,null,null,null,null,null
765,2025-11-17 14:45:41.468605+00,65.16,3.01,operando,1796,10,1,null,null,null,null,null,null,null,null,null,null
766,2025-11-17 14:45:42.470555+00,64.58,3.18,operando,1797,10,1,null,null,null,null,null,null,null,null,null,null
767,2025-11-17 14:45:43.480996+00,63.31,3.09,operando,1802,10,1,null,null,null,null,null,null,null,null,null,null
768,2025-11-17 14:45:44.494091+00,62.8,2.99,operando,1806,10,1,null,null,null,null,null,null,null,null,null,null
769,2025-11-17 14:45:45.811453+00,61.6,3.02,operando,1809,10,1,null,null,null,null,null,null,null,null,null,null
770,2025-11-17 14:45:46.500469+00,60.27,3.19,operando,1811,10,1,null,null,null,null,null,null,null,null,null,null
771,2025-11-17 14:45:47.506149+00,59.7,3.17,operando,1814,10,1,null,null,null,null,null,null,null,null,null,null
772,2025-11-17 14:45:48.531218+00,58.58,3.25,operando,1815,10,1,null,null,null,null,null,null,null,null,null,null
773,2025-11-17 14:45:49.522688+00,58.02,3.36,operando,1819,10,1,null,null,null,null,null,null,null,null,null,null
774,2025-11-17 14:45:50.524424+00,56.85,3.56,operando,1823,10,1,null,null,null,null,null,null,null,null,null,null
775,2025-11-17 14:45:51.540564+00,55.51,3.4,operando,1828,10,1,null,null,null,null,null,null,null,null,null,null
776,2025-11-17 14:45:52.554184+00,54.25,3.22,operando,1830,10,1,null,null,null,null,null,null,null,null,null,null
777,2025-11-17 14:45:53.547195+00,53.37,3.15,operando,1834,10,1,null,null,null,null,null,null,null,null,null,null
778,2025-11-17 14:45:54.557953+00,51.91,2.99,operando,1839,10,1,null,null,null,null,null,null,null,null,null,null
779,2025-11-17 14:45:55.570744+00,50.43,2.99,operando,1842,10,1,null,null,null,null,null,null,null,null,null,null
780,2025-11-17 14:45:56.575163+00,48.96,3.07,operando,1845,10,1,null,null,null,null,null,null,null,null,null,null
781,2025-11-17 14:45:57.579414+00,47.51,3.14,operando,1850,10,1,null,null,null,null,null,null,null,null,null,null
782,2025-11-17 14:45:58.589813+00,46.86,3,operando,1853,10,1,null,null,null,null,null,null,null,null,null,null
783,2025-11-17 14:45:59.602004+00,46.14,2.96,operando,1857,10,1,null,null,null,null,null,null,null,null,null,null
784,2025-11-17 14:46:00.607985+00,45.42,3.14,operando,1860,10,1,null,null,null,null,null,null,null,null,null,null
785,2025-11-17 14:46:01.615217+00,44.38,3.19,operando,1861,10,1,null,null,null,null,null,null,null,null,null,null
786,2025-11-17 14:46:02.636168+00,43.86,3.2,operando,1864,10,1,null,null,null,null,null,null,null,null,null,null
787,2025-11-17 14:46:03.647454+00,42.83,3.08,operando,1867,10,1,null,null,null,null,null,null,null,null,null,null
788,2025-11-17 14:46:04.651156+00,42.24,3.15,operando,1872,10,1,null,null,null,null,null,null,null,null,null,null
789,2025-11-17 14:46:05.671147+00,40.87,3.25,operando,1876,10,1,null,null,null,null,null,null,null,null,null,null
790,2025-11-17 14:46:06.662046+00,40.03,3.33,operando,1881,10,1,null,null,null,null,null,null,null,null,null,null
791,2025-11-17 14:46:07.676841+00,39.49,3.48,operando,1886,10,1,null,null,null,null,null,null,null,null,null,null
792,2025-11-17 14:46:08.667117+00,38.62,3.42,operando,1890,10,1,null,null,null,null,null,null,null,null,null,null
793,2025-11-17 14:46:09.677231+00,38.03,3.4,operando,1891,10,1,null,null,null,null,null,null,null,null,null,null
794,2025-11-17 14:46:10.676834+00,37.33,3.57,operando,1895,10,1,null,null,null,null,null,null,null,null,null,null
795,2025-11-17 14:46:11.675507+00,36.47,3.59,operando,1900,10,1,null,null,null,null,null,null,null,null,null,null
796,2025-11-17 14:46:12.692186+00,35.55,3.45,operando,1902,10,1,null,null,null,null,null,null,null,null,null,null
797,2025-11-17 14:46:13.684662+00,34.97,3.59,operando,1904,10,1,null,null,null,null,null,null,null,null,null,null
798,2025-11-17 14:46:14.67681+00,34.09,3.54,operando,1905,10,1,null,null,null,null,null,null,null,null,null,null
799,2025-11-17 14:46:15.696028+00,32.85,3.43,operando,1908,10,1,null,null,null,null,null,null,null,null,null,null
800,2025-11-17 14:46:16.683831+00,32.18,3.45,operando,1911,10,1,null,null,null,null,null,null,null,null,null,null
801,2025-11-17 14:46:17.683975+00,30.99,3.27,operando,1912,10,1,null,null,null,null,null,null,null,null,null,null
802,2025-11-17 14:46:18.690701+00,30.41,3.17,operando,1916,10,1,null,null,null,null,null,null,null,null,null,null
803,2025-11-17 14:46:19.713146+00,29.44,3,operando,1919,10,1,null,null,null,null,null,null,null,null,null,null
804,2025-11-17 14:46:20.691419+00,28.16,2.82,operando,1924,10,1,null,null,null,null,null,null,null,null,null,null
805,2025-11-17 14:46:21.68894+00,26.83,2.96,operando,1927,10,1,null,null,null,null,null,null,null,null,null,null
806,2025-11-17 14:46:22.705965+00,26.17,2.8,operando,1932,10,1,null,null,null,null,null,null,null,null,null,null
807,2025-11-17 14:46:23.711351+00,24.77,2.84,parado,1936,10,1,null,null,null,null,null,null,null,null,null,null
808,2025-11-17 14:46:24.716569+00,23.85,2.65,parado,1939,10,1,null,null,null,null,null,null,null,null,null,null
809,2025-11-17 14:46:25.707319+00,22.51,2.63,parado,1943,10,1,null,null,null,null,null,null,null,null,null,null
810,2025-11-17 14:46:26.704969+00,21.92,2.81,parado,1947,10,1,null,null,null,null,null,null,null,null,null,null
811,2025-11-17 14:46:27.728847+00,20.93,2.68,parado,1951,10,1,null,null,null,null,null,null,null,null,null,null
812,2025-11-17 14:46:28.729908+00,20.36,2.65,parado,1955,10,1,null,null,null,null,null,null,null,null,null,null
813,2025-11-17 14:46:29.752899+00,20,2.54,parado,1960,10,1,null,null,null,null,null,null,null,null,null,null
814,2025-11-17 14:46:30.764576+00,21.21,2.53,parado,1964,10,1,null,null,null,null,null,null,null,null,null,null
815,2025-11-17 14:46:31.774081+00,22.08,2.64,parado,1966,10,1,null,null,null,null,null,null,null,null,null,null
816,2025-11-17 14:46:32.784985+00,22.84,2.79,parado,1967,10,1,null,null,null,null,null,null,null,null,null,null
817,2025-11-17 14:46:33.79489+00,23.56,2.82,parado,1971,10,1,null,null,null,null,null,null,null,null,null,null
818,2025-11-17 14:46:34.802311+00,25.03,2.97,operando,1972,10,1,null,null,null,null,null,null,null,null,null,null
819,2025-11-17 14:46:35.810437+00,26.19,2.86,operando,1975,10,1,null,null,null,null,null,null,null,null,null,null
820,2025-11-17 14:46:36.806716+00,27,2.81,operando,1977,10,1,null,null,null,null,null,null,null,null,null,null
821,2025-11-17 14:46:37.832513+00,28.45,2.8,operando,1981,10,1,null,null,null,null,null,null,null,null,null,null
822,2025-11-17 14:46:38.838829+00,29.59,2.75,operando,1983,10,1,null,null,null,null,null,null,null,null,null,null
823,2025-11-17 14:46:39.836572+00,30.21,2.57,operando,1985,10,1,null,null,null,null,null,null,null,null,null,null
824,2025-11-17 14:46:40.838838+00,30.74,2.54,operando,1989,10,1,null,null,null,null,null,null,null,null,null,null
825,2025-11-17 14:46:41.833545+00,31.36,2.43,operando,1994,10,1,null,null,null,null,null,null,null,null,null,null
826,2025-11-17 14:46:42.837944+00,32,2.32,operando,1998,10,1,null,null,null,null,null,null,null,null,null,null
827,2025-11-17 14:46:43.852725+00,33.01,2.33,operando,2000,10,1,null,null,null,null,null,null,null,null,null,null
828,2025-11-17 14:46:44.857806+00,34.33,2.23,operando,2005,10,1,null,null,null,null,null,null,null,null,null,null
829,2025-11-17 14:46:45.86666+00,35.23,2.35,operando,2009,10,1,null,null,null,null,null,null,null,null,null,null
